"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061621","canonical glycolysis","8/613","18/21288",0.444444444444444,15.4344752582925,10.5491681835542,1.53213256480093e-08,5.86679094605024e-06,4.86653685714402e-06,"ENSG00000067057/ENSG00000074800/ENSG00000102144/ENSG00000111669/ENSG00000111674/ENSG00000141959/ENSG00000156515/ENSG00000159399",8
"GO:0061718","glucose catabolic process to pyruvate","8/613","18/21288",0.444444444444444,15.4344752582925,10.5491681835542,1.53213256480093e-08,5.86679094605024e-06,4.86653685714402e-06,"ENSG00000067057/ENSG00000074800/ENSG00000102144/ENSG00000111669/ENSG00000111674/ENSG00000141959/ENSG00000156515/ENSG00000159399",8
"GO:0006090","pyruvate metabolic process","18/613","130/21288",0.138461538461538,4.80843267662191,7.49972537631037,3.68865623611801e-08,1.30379810807402e-05,1.08150803489744e-05,"ENSG00000067057/ENSG00000067992/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141526/ENSG00000141959/ENSG00000142156/ENSG00000152256/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209",18
"GO:0061620","glycolytic process through glucose-6-phosphate","8/613","20/21288",0.4,13.8910277324633,9.93125019180631,4.19123092377045e-08,1.35026190401042e-05,1.12005002105761e-05,"ENSG00000067057/ENSG00000074800/ENSG00000102144/ENSG00000111669/ENSG00000111674/ENSG00000141959/ENSG00000156515/ENSG00000159399",8
"GO:0019364","pyridine nucleotide catabolic process","16/613","104/21288",0.153846153846154,5.34270297402434,7.64429643653051,4.67039128508607e-08,1.35026190401042e-05,1.12005002105761e-05,"ENSG00000004139/ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209",16
"GO:0048732","gland development","38/613","495/21288",0.0767676767676768,2.66595481734144,6.45761203424134,4.70167365923106e-08,1.35026190401042e-05,1.12005002105761e-05,"ENSG00000039068/ENSG00000069011/ENSG00000094841/ENSG00000113578/ENSG00000115461/ENSG00000116285/ENSG00000125378/ENSG00000126804/ENSG00000127152/ENSG00000128714/ENSG00000135111/ENSG00000136630/ENSG00000138061/ENSG00000138685/ENSG00000140465/ENSG00000143869/ENSG00000146648/ENSG00000159399/ENSG00000163235/ENSG00000163347/ENSG00000163435/ENSG00000164171/ENSG00000164442/ENSG00000164690/ENSG00000168214/ENSG00000169032/ENSG00000171388/ENSG00000181449/ENSG00000182580/ENSG00000182985/ENSG00000183691/ENSG00000184254/ENSG00000184371/ENSG00000184486/ENSG00000185950/ENSG00000197461/ENSG00000241635/ENSG00000245848",38
"GO:0001892","embryonic placenta development","15/613","92/21288",0.16304347826087,5.66210369529754,7.71637979930039,5.5298124525842e-08,1.49467577762497e-05,1.23984216042151e-05,"ENSG00000057657/ENSG00000100311/ENSG00000116016/ENSG00000124216/ENSG00000135766/ENSG00000142871/ENSG00000143494/ENSG00000146648/ENSG00000148926/ENSG00000164442/ENSG00000166145/ENSG00000168214/ENSG00000169032/ENSG00000185551/ENSG00000245848",15
"GO:0001704","formation of primary germ layer","19/613","151/21288",0.125827814569536,4.3696941542517,7.15520354458558,7.45234177486879e-08,1.85017975671571e-05,1.53473475724588e-05,"ENSG00000053747/ENSG00000064655/ENSG00000075891/ENSG00000100985/ENSG00000102996/ENSG00000105220/ENSG00000120129/ENSG00000124216/ENSG00000125378/ENSG00000132470/ENSG00000136826/ENSG00000142156/ENSG00000158050/ENSG00000161638/ENSG00000164171/ENSG00000169032/ENSG00000181449/ENSG00000183691/ENSG00000259207",19
"GO:0046031","ADP metabolic process","16/613","108/21288",0.148148148148148,5.14482508609752,7.4356650115844,8.0530130869019e-08,1.85017975671571e-05,1.53473475724588e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000162433/ENSG00000168209",16
"GO:0072526","pyridine-containing compound catabolic process","16/613","108/21288",0.148148148148148,5.14482508609752,7.4356650115844,8.0530130869019e-08,1.85017975671571e-05,1.53473475724588e-05,"ENSG00000004139/ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209",16
"GO:0005996","monosaccharide metabolic process","26/613","271/21288",0.0959409594095941,3.33179631959452,6.65203620125324,9.16091297738135e-08,2.0044950062413e-05,1.66274014491719e-05,"ENSG00000059804/ENSG00000065621/ENSG00000067057/ENSG00000067992/ENSG00000069667/ENSG00000074800/ENSG00000079739/ENSG00000089127/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000112033/ENSG00000114268/ENSG00000116285/ENSG00000117394/ENSG00000141959/ENSG00000146674/ENSG00000152256/ENSG00000156515/ENSG00000158715/ENSG00000159399/ENSG00000170525/ENSG00000185950/ENSG00000219607",26
"GO:0006195","purine nucleotide catabolic process","19/613","157/21288",0.121019108280255,4.20269947319749,6.93538696350472,1.39496103619165e-07,2.91356634604574e-05,2.41682005361242e-05,"ENSG00000004139/ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000125877/ENSG00000133805/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209/ENSG00000184588",19
"GO:0006096","glycolytic process","15/613","100/21288",0.15,5.20913539967374,7.26461532395138,1.72921011264691e-07,3.45466107287503e-05,2.86566124388763e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209",15
"GO:0009185","ribonucleoside diphosphate metabolic process","17/613","130/21288",0.130769230769231,4.54129752792069,6.97367163616758,2.0544155243384e-07,3.90782815516371e-05,3.24156594693266e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000102967/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000162433/ENSG00000168209",17
"GO:0001822","kidney development","29/613","340/21288",0.0852941176470588,2.9620573841282,6.27978231071956,2.13457969644317e-07,3.90782815516371e-05,3.24156594693266e-05,"ENSG00000049192/ENSG00000057657/ENSG00000070495/ENSG00000074181/ENSG00000075891/ENSG00000077092/ENSG00000081181/ENSG00000095596/ENSG00000100311/ENSG00000100985/ENSG00000104327/ENSG00000113578/ENSG00000117318/ENSG00000120868/ENSG00000121039/ENSG00000121361/ENSG00000125378/ENSG00000128567/ENSG00000138685/ENSG00000140297/ENSG00000156466/ENSG00000164690/ENSG00000168621/ENSG00000183691/ENSG00000197256/ENSG00000197461/ENSG00000204463/ENSG00000251493/ENSG00000259207",29
"GO:0046032","ADP catabolic process","15/613","102/21288",0.147058823529412,5.10699548987621,7.15920067571703,2.25792190902228e-07,3.90782815516371e-05,3.24156594693266e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209",15
"GO:0072523","purine-containing compound catabolic process","19/613","162/21288",0.117283950617284,4.07298652649387,6.76042865449092,2.29622111402438e-07,3.90782815516371e-05,3.24156594693266e-05,"ENSG00000004139/ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000125877/ENSG00000133805/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209/ENSG00000184588",19
"GO:0038127","ERBB signaling pathway","17/613","132/21288",0.128787878787879,4.47248998961886,6.89089919985587,2.56910982425954e-07,4.2160927294545e-05,3.49727318558038e-05,"ENSG00000005448/ENSG00000013588/ENSG00000100985/ENSG00000113070/ENSG00000116285/ENSG00000141971/ENSG00000146648/ENSG00000147689/ENSG00000153233/ENSG00000162139/ENSG00000163235/ENSG00000164850/ENSG00000168214/ENSG00000169032/ENSG00000169752/ENSG00000182585/ENSG00000182985",17
"GO:0009154","purine ribonucleotide catabolic process","18/613","148/21288",0.121621621621622,4.22362329703276,6.77621785647069,2.7526048727624e-07,4.36145496218732e-05,3.61785199429134e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000125877/ENSG00000133805/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209/ENSG00000184588",18
"GO:0061615","glycolytic process through fructose-6-phosphate","8/613","25/21288",0.32,11.1128221859706,8.71153757265561,3.16795503516833e-07,4.77786032525752e-05,3.9632626396558e-05,"ENSG00000067057/ENSG00000074800/ENSG00000102144/ENSG00000111669/ENSG00000111674/ENSG00000141959/ENSG00000156515/ENSG00000159399",8
"GO:0009137","purine nucleoside diphosphate catabolic process","15/613","105/21288",0.142857142857143,4.9610813330226,7.00614924680352,3.32734560192037e-07,4.77786032525752e-05,3.9632626396558e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209",15
"GO:0009181","purine ribonucleoside diphosphate catabolic process","15/613","105/21288",0.142857142857143,4.9610813330226,7.00614924680352,3.32734560192037e-07,4.77786032525752e-05,3.9632626396558e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209",15
"GO:0009135","purine nucleoside diphosphate metabolic process","16/613","120/21288",0.133333333333333,4.63034257748776,6.86693643076537,3.5694924359682e-07,4.82406404213937e-05,4.0015888887433e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000162433/ENSG00000168209",16
"GO:0009179","purine ribonucleoside diphosphate metabolic process","16/613","120/21288",0.133333333333333,4.63034257748776,6.86693643076537,3.5694924359682e-07,4.82406404213937e-05,4.0015888887433e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000162433/ENSG00000168209",16
"GO:0072001","renal system development","29/613","350/21288",0.0828571428571429,2.87742717315311,6.09809564948001,3.91799340858506e-07,5.1437656321281e-05,4.2667831977403e-05,"ENSG00000049192/ENSG00000057657/ENSG00000070495/ENSG00000074181/ENSG00000075891/ENSG00000077092/ENSG00000081181/ENSG00000095596/ENSG00000100311/ENSG00000100985/ENSG00000104327/ENSG00000113578/ENSG00000117318/ENSG00000120868/ENSG00000121039/ENSG00000121361/ENSG00000125378/ENSG00000128567/ENSG00000138685/ENSG00000140297/ENSG00000156466/ENSG00000164690/ENSG00000168621/ENSG00000183691/ENSG00000197256/ENSG00000197461/ENSG00000204463/ENSG00000251493/ENSG00000259207",29
"GO:0009132","nucleoside diphosphate metabolic process","17/613","137/21288",0.124087591240876,4.30926042795394,6.69099160896694,4.40781095655803e-07,5.62608092927337e-05,4.66686651277679e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000102967/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000162433/ENSG00000168209",17
"GO:0009191","ribonucleoside diphosphate catabolic process","15/613","108/21288",0.138888888888889,4.82327351821642,6.85881322820439,4.83452283588859e-07,5.97115573220431e-05,4.95310804794956e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209",15
"GO:0009261","ribonucleotide catabolic process","18/613","154/21288",0.116883116883117,4.05906654520031,6.56029156553225,5.00989690734029e-07,5.97115573220431e-05,4.95310804794956e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000125877/ENSG00000133805/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209/ENSG00000184588",18
"GO:0048568","embryonic organ development","36/613","500/21288",0.072,2.50038499184339,5.84582846480957,5.06801030589702e-07,5.97115573220431e-05,4.95310804794956e-05,"ENSG00000057657/ENSG00000075891/ENSG00000077092/ENSG00000092607/ENSG00000100311/ENSG00000103351/ENSG00000104881/ENSG00000116016/ENSG00000117122/ENSG00000117298/ENSG00000117318/ENSG00000121039/ENSG00000124216/ENSG00000125378/ENSG00000125629/ENSG00000135111/ENSG00000135766/ENSG00000136630/ENSG00000141873/ENSG00000142871/ENSG00000143494/ENSG00000146648/ENSG00000148926/ENSG00000162878/ENSG00000163093/ENSG00000164442/ENSG00000164690/ENSG00000166145/ENSG00000168214/ENSG00000168621/ENSG00000169032/ENSG00000183691/ENSG00000184254/ENSG00000185551/ENSG00000197461/ENSG00000245848",36
"GO:0006007","glucose catabolic process","8/613","27/21288",0.296296296296296,10.289650172195,8.31675879800479,6.17978139757719e-07,7.09902388046679e-05,5.88868116858605e-05,"ENSG00000067057/ENSG00000074800/ENSG00000102144/ENSG00000111669/ENSG00000111674/ENSG00000141959/ENSG00000156515/ENSG00000159399",8
"GO:0009134","nucleoside diphosphate catabolic process","15/613","112/21288",0.133928571428571,4.65101374970869,6.67060498865256,7.79425692238076e-07,8.54186046497625e-05,7.08552241994823e-05,"ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209",15
"GO:0006006","glucose metabolic process","21/613","210/21288",0.1,3.47275693311582,6.20070519332558,7.99347116417799e-07,8.54186046497625e-05,7.08552241994823e-05,"ENSG00000067057/ENSG00000067992/ENSG00000069667/ENSG00000074800/ENSG00000079739/ENSG00000089127/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000112033/ENSG00000116285/ENSG00000141959/ENSG00000146674/ENSG00000152256/ENSG00000156515/ENSG00000158715/ENSG00000159399/ENSG00000185950/ENSG00000219607",21
"GO:0030324","lung development","21/613","210/21288",0.1,3.47275693311582,6.20070519332558,7.99347116417799e-07,8.54186046497625e-05,7.08552241994823e-05,"ENSG00000070495/ENSG00000113083/ENSG00000113578/ENSG00000115461/ENSG00000116016/ENSG00000116285/ENSG00000121039/ENSG00000125378/ENSG00000138685/ENSG00000142156/ENSG00000146648/ENSG00000151012/ENSG00000162878/ENSG00000164161/ENSG00000164690/ENSG00000168214/ENSG00000169032/ENSG00000183691/ENSG00000197461/ENSG00000204463/ENSG00000245848",21
"GO:0030323","respiratory tube development","21/613","214/21288",0.0981308411214953,3.4078455885716,6.09574428108075,1.08884074571825e-06,0.000113709618785803,9.43227832594681e-05,"ENSG00000070495/ENSG00000113083/ENSG00000113578/ENSG00000115461/ENSG00000116016/ENSG00000116285/ENSG00000121039/ENSG00000125378/ENSG00000138685/ENSG00000142156/ENSG00000146648/ENSG00000151012/ENSG00000162878/ENSG00000164161/ENSG00000164690/ENSG00000168214/ENSG00000169032/ENSG00000183691/ENSG00000197461/ENSG00000204463/ENSG00000245848",21
"GO:0019318","hexose metabolic process","23/613","251/21288",0.0916334661354582,3.18220754827346,5.98832991844466,1.12689599957882e-06,0.00011506860262366,9.5450068174852e-05,"ENSG00000067057/ENSG00000067992/ENSG00000069667/ENSG00000074800/ENSG00000079739/ENSG00000089127/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000112033/ENSG00000114268/ENSG00000116285/ENSG00000141959/ENSG00000146674/ENSG00000152256/ENSG00000156515/ENSG00000158715/ENSG00000159399/ENSG00000170525/ENSG00000185950/ENSG00000219607",23
"GO:0009166","nucleotide catabolic process","19/613","181/21288",0.104972375690608,3.64543545465197,6.15443104753061,1.28080504860693e-06,0.000127941286920627,0.000106128033890291,"ENSG00000004139/ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000125877/ENSG00000133805/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000156515/ENSG00000159399/ENSG00000162409/ENSG00000168209/ENSG00000184588",19
"GO:0033002","muscle cell proliferation","24/613","273/21288",0.0879120879120879,3.05297312801391,5.87847396862395,1.38898999889828e-06,0.000135795937126332,0.000112643511444808,"ENSG00000074181/ENSG00000100311/ENSG00000100985/ENSG00000112033/ENSG00000113070/ENSG00000115461/ENSG00000125378/ENSG00000136826/ENSG00000138685/ENSG00000146648/ENSG00000146674/ENSG00000159216/ENSG00000164171/ENSG00000164442/ENSG00000164690/ENSG00000164850/ENSG00000168214/ENSG00000168811/ENSG00000171388/ENSG00000172638/ENSG00000177606/ENSG00000181744/ENSG00000183691/ENSG00000259207",24
"GO:0060541","respiratory system development","22/613","237/21288",0.0928270042194093,3.22365622483325,5.92748088570397,1.54921519853279e-06,0.000148305079942879,0.000123019917409808,"ENSG00000070495/ENSG00000113083/ENSG00000113578/ENSG00000115461/ENSG00000116016/ENSG00000116285/ENSG00000121039/ENSG00000125378/ENSG00000138685/ENSG00000142156/ENSG00000146648/ENSG00000151012/ENSG00000162878/ENSG00000164161/ENSG00000164690/ENSG00000168214/ENSG00000169032/ENSG00000183691/ENSG00000184254/ENSG00000197461/ENSG00000204463/ENSG00000245848",22
"GO:0007369","gastrulation","21/613","219/21288",0.0958904109589041,3.3300408947686,5.96799358325844,1.5842880408257e-06,0.000148567419338655,0.000123237529448547,"ENSG00000053747/ENSG00000064655/ENSG00000075891/ENSG00000100985/ENSG00000102996/ENSG00000105220/ENSG00000120129/ENSG00000124216/ENSG00000125378/ENSG00000132470/ENSG00000136826/ENSG00000142156/ENSG00000158050/ENSG00000161638/ENSG00000164171/ENSG00000166484/ENSG00000169032/ENSG00000171388/ENSG00000181449/ENSG00000183691/ENSG00000259207",21
"GO:1902895","positive regulation of miRNA transcription","11/613","63/21288",0.174603174603175,6.06354385147207,6.93051820911164,1.63259856344242e-06,0.000150035807980358,0.000124455566278421,"ENSG00000074181/ENSG00000100311/ENSG00000102554/ENSG00000134954/ENSG00000136826/ENSG00000138685/ENSG00000146648/ENSG00000171388/ENSG00000175592/ENSG00000177606/ENSG00000196588",11
"GO:0046434","organophosphate catabolic process","23/613","258/21288",0.0891472868217054,3.09586858378542,5.83201957054568,1.81001946475617e-06,0.000163079204716757,0.000135275138944935,"ENSG00000004139/ENSG00000067057/ENSG00000074800/ENSG00000079739/ENSG00000101188/ENSG00000101670/ENSG00000102144/ENSG00000105220/ENSG00000109107/ENSG00000111669/ENSG00000111674/ENSG00000125877/ENSG00000133805/ENSG00000134333/ENSG00000141959/ENSG00000142156/ENSG00000146070/ENSG00000156515/ENSG00000159337/ENSG00000159399/ENSG00000162409/ENSG00000168209/ENSG00000184588",23
